content,score,sentiment
app jelek bgt mau transaksi selalu muncul tulis fitur tidak sedia trus kalo mau transaksi bni mobile banking arah wondr gimana sih aplikasi ga niat nyiptain aplikasi nya nyesel punya rekening bni kalo tau mobile banking nya jelek,1,Negative
transaksi top up enak lancar,5,Positive
lebih cepat ndak ribet,5,Negative
aplikasi wondr bni makin mudah,5,Positive
bantu ada aplikasi wonder bni,5,Negative
aplikasi nya bagus sering banyak error nya,3,Positive
suruh diupdate udah 100 ga buka update update sampe 3 x udah gtu mau log in aja pake lama,1,Negative
mantap,5,neutral
bagus,5,neutral
aplikasi sangat mudah guna kereen,5,neutral
bagus lebih simpel gak jauh beda belum,5,Negative
sangat bantu transaksi bayar apa,5,Positive
aplikasi keluar mulu gak jelas baik bug nya masa udah jaman digitalisasi kurang inovatif kaliber bank besar begini pakai app bank belah lancar aja gak parah lelet app wondr,1,Negative
aplikasi bikin emosi update trus,1,neutral
sangat bagus mudah segala nya,5,neutral
ok,5,neutral
update terus baru dipake udh update gak di akses sama sekali,1,Positive
keren,5,neutral
ribet,1,neutral
baru download udh minta updateee lancar memperburukkk kembali mbanking bni lebih praktis aman memory,1,Positive
good enjoy in freeholiday,5,Positive
sangat sangat buruk,1,Negative
ok,5,neutral
sangat mudah manja dan aman terimakasih bni,5,Positive
males banget suruh update trus baru jg pake bulan udah da ajah versih baru nya harus update baru buka kmarin pake mobile banking lbih bgus gak terlalu ribet,2,Negative
sangat mudah guna,5,neutral
kenapa woder masalah ya suruh ubah versi lain terus update versi tdk,1,Negative
mudah sya laku transaksi,5,Positive
berat dan nambah beban memori hp,1,neutral
dikit dikit update mana login nya lama,1,Negative
lebih mudah,5,neutral
riwayat menu transaksi debit kredit posisi saldo nya ada jadi susah menganalisa uang masuk keluar saldo nya,1,Negative
sangat bantu trangsasi,5,neutral
bagus,5,neutral
ini tf k wonder mpe 80rbu knp ga nmpak saldo ini gmna si lha trus uang ku hilang getuu,1,Negative
mudah cara pakai,5,neutral
mau bayar uang semester kuliah tp yg di aplikasi cuma ui doank,1,Negative
aplikasi yg sangat bagus mantap,5,Positive
aplikasi terlalu berat saat buka buffering dulu kapan lalu beli token via wonder terang traksaksi gagal gagal terus sampe 3 x check saldo malah potong gilir lapor cs susah nyambungnya mana bebas pulsa lagi saat nyambung cs kirain langsung refund saldo nyata cuman buat lapor nunggu pengembalianya lama 7 hari kerja gilir 7 hari kerja malah dibalikin bentuk token banyak 3 padahal transaksi gagal,1,Negative
jauh bagus sayang ada pilih mobile tunai aplikasi m-banking belum,4,neutral
semenjak ganti wondr bni jadi lot tudak m banking yg dulu,2,Negative
kalo log in lama bgtttttttttttt siiii,4,Negative
mantap banget,5,Positive
rekening koran mana,3,neutral
,5,neutral
keren,5,neutral
bagus banget,5,Positive
aktivasi gagal terus,1,Negative
aplikasi sangat paksa karna siap pakai kami nasabah jadi korban,1,neutral
pokok mantap pakai wonder by bni,5,Positive
jelek sering eror susah baru,2,Positive
mantap dan mudah di akses moga wondr by bni tetap di lanjut,5,neutral
good job,5,neutral
sangat mudah guna,5,neutral
aplikasi bagus saja minta mutasi riwayat kasih bni m-banking lengkap debet kredit saldo sama untuk save simpan nomer rekening sisip tanda dll,3,Negative
ok,5,neutral
aplikasi siap seperti paksa,1,neutral
makin mantap,5,Positive
buat transaksi susah sering sistem eror,1,Negative
masak sering kali hrs kayak gin klo mau bth sewaktu2 sering eror hadech,1,Positive
sangat bagus batu akses lebih cepat sigap,5,Positive
sangat bagus,5,neutral
pindah aplikasi bukan tambah mudah malah tambah ribet login gagal terus gatau padahal koneksi internet stabil buat yuotub aplikasi lain lancar saya sih masih bagus aplikasi bni yg dulu ini,2,Negative
sarana transaksi mudah percaya,5,neutral
mantap,5,neutral
sampai ini aman sulaiman moga tetap aman jaya trimakasih bni,5,Positive
mau buka aplikasi nya lama sekali kesel nungguin padahal mau cpet2 trf lama buka,4,Negative
kenapa verifikasi wajah susah sekali udah beberapa hari nyoba tetap gak bisa,1,Negative
katna hatus update ulang sangat sesuai,1,neutral
baru selesai update malah gk biasa log in sesi telah akhir,3,Negative
sering update hampir tiap bulan,1,neutral
sering update tidak menu tarik tunai kartu,1,Positive
sangat mudah transaksi,5,Positive
layan jauh lebih baik,5,neutral
baik,5,neutral
bni makin keren dgn fitur yg lebih lengkap,5,Positive
aplikasi tolol,1,Negative
baik terima kasih boss oke,5,Positive
aplikasi sdh bagus saja blm lama pakai kembali katut awal guna aplikasi baru,2,Negative
kenapa orang gabisa transfer saya,4,Negative
mudah guna,5,neutral
aplikasi bagus banget,5,Positive
qo saldo minus 8 juta lebih bagaimana ini,2,neutral
suka wondr by bni ini lebih mudah,5,neutral
sering error,2,Negative
cepat transaksi lebih mudah,5,Positive
sangat baik,5,neutral
fitur tidak sedia sering banget jadi eror lebih nyaman pakai mobile bni,3,Positive
sumpahhh suruh update dulu baru buka pas udah update kirain makin bagus lancar malah bug please gak buka wondr tulis fitur sedia haaduhhh,2,neutral
hallo hari aplikasi nya gk di buka ya,1,Negative
tidak buka lebih ribet udah bener pake bni mobile banking ribet sering ganggu mau bayar listrik di alih wonder wondernya tdk di guna sulit harus masuk no ipl nya kali mau bayar udah balik aja bni mobile banking ga usah neko2,1,Negative
sering ganggu ngk jelas lbh baik mbankingnya aja pada aplikasi ini bukan bikin simpel dn cpt malah bikin masalah,1,Negative
punya gak login di bantu,3,neutral
hadeuh jarang pake sekali mau pake malah ga bisa baru transfer pas mau pake duit ehh aplikasi nya error alhasil rencana uang jadi beranta gara aplikasi ga di pake duit di situ jangan di download,1,Negative
dari tgl 10 desember 2024 ampe sekarang tgl 12 apk masalah gk login notif nya fitur tidak sedia gimana orang mau bantu situasi darurat bgini mau transfer gak bisa boro boro transfer login aja ga malah muncul notif begitu,1,Negative
klik suruh coba nanti ya tim kami bla bla bla nyesel gw pake,1,Negative
kenapa punya di buks semetara tidak sedia mulu,3,Negative
kenapa gak di buka yaaa,3,neutral
apa malah sering ganggu,4,Positive
kenapa gak buka nih apk,1,neutral
loh aku buka app nya gak ya gak aku apa apain,1,neutral
sering error mulu lg urgent mau pakai selalu aja yg gk buka yg lg baharu dll bener sh dftrnya mudah gk prlu antri cs aplikasi nya error mulu,3,Negative
sering eror,1,neutral
eror muluuuu lagi urgent malah eror tiap hari eror,2,Negative
apl aneh hampir tiap hari system baik mau tf maun nge cek saldo susah baik system nya bener nasabah no 1,1,Positive
gmna sih aplikasi wonder bni mobil ini bentar ganguan,1,neutral
ada bug mau transfer loading lama mau masuk aplikasi beberapa kali gabisa masuk,2,Negative
gagal bni ga di andelin buat fast apk wondr msh kurang canggih orang it nya sering erorrr sering bangettt baik gagal apk wondr asli ga di andelin buat transaksi yg bner2 urgent kacau semua,1,Positive
klo blm siap buat gunain mending jangan saran guna buat pakai aplikasi ini sering bangt ganggu,1,Positive
apk nya error gak buat login gimana,2,Negative
sering ganggu mau buka aplikasi tolong baik,1,neutral
kenapa sih sering nge bug saat sat yg penting mana bni mobile banking udh ga di pake lagi,1,Positive
masih sering nge bug,5,Positive
hari brapa x baik ntah apa mending yg lama,1,Negative
lelet tiap hri cma baik teruss,1,Positive
wonder error mulu kalo bom bagus jgn paksa luncur dunk jadi susah mau transaksi,1,neutral
masih banyak bug buat masuk aja susah,1,Positive
aplikasi sampah sering sekali error bikin hambat tranksaksi kembali aja aplikasi bni sbelumnya,1,Negative
keren sekali,5,Negative
terlalu banyak masalah apk ini tiap mau bayar apk sllu brmsalh apk 4njln9,1,Negative
gak niat bikin aplikasi,1,Negative
terlalu banyak pembaruannnn bikin ribet,1,Negative
sekarang malah biaa pakai banyak ganggu,1,Negative
di daerah sukabumi jawa barat login aplikasi wondr lambat di luar jam kerja suka ganggu,2,neutral
andai komentar bintang haram q ngasih 1 bintang sangat buruk dikit masalah ribet,1,Negative
sering bgt baik sebab kendala transaksi karna gabisa buka kalo lg menten,1,neutral
gak jelas banget lgi transfer malah ganggu,1,Positive
why habis update malah ga log in sekarang kasih bintang 2 dulu maaf,2,Negative
jelek sering eror memang jelek gampang eror aplikasi murah,1,Negative
aplikasi mbangking baru dri bni lama gak jelas bos kualitas ny kalah sma yg lama mbangking nya,1,neutral
sudah update malah gak buka baik lagi,2,neutral
buruk sering gagal masuk nyusahin di butuhin baik mulu rekomendasi,1,Negative
ini aplikasi belum siap guna sudah di luncur jadi terlalu sering error maintenance,1,Negative
baru update langsung kendala tdk buka iklan aja yg bagus aplikasi kagak saya mau lakuin bayar jadi gimana,1,Positive
ok,5,neutral
aplikasi apa ajuin kartu kredit pas selfi susah bner terang foto dukcapil tdk ada kan ngaco,1,neutral
aplikasi memang lebih simpel fiturnya nyata ikut simpel juga fitur tarik tunai gift bbrp fitur jadi tdk,4,Positive
mantap,5,neutral
lbh ribet kurang simple,3,Positive
suka tiba2 keluar minta daftar ulang minta update juga gilir tdk tolong benah,3,neutral
pakai aplikasi wondr by bni nyata makin mudah transaksi cahsless user interface nya mudah paham orang awam best memang bni,5,neutral
siip,5,neutral
nice,5,neutral
alam saya ngga ada kendala,5,Negative
ini bagaimana di update malah gak login dan toup shopeepay maksimal 1jt per hari malah bagus aplikasi bni mobile wonder yg aplikasi baru bukan mudah malah sulit,1,Negative
untung guna wondr by ia the best,4,neutral
alhamdulillah mudah segala urus tf bayar terimakasih wondr,5,neutral
wonder ga tarik tunai atm ya,3,Positive
smoga lbih baik dri sbelumnya,3,neutral
tolong baik deteksi wajah sangat susah,1,Negative
banyak diskon,5,neutral
baik,5,neutral
fitur bayar biaya didik baik lengkap batas institusi didik tentu saja fitur investasi obligasi bisa akses overall lumayan aplikasi m-banking masih baru ada data yg bisa akses pada aplikasi seperti tabung simponi dll,4,Negative
terima kasih banyak bantu transaksi,5,Positive
baru update td malam telah update malah lambat banget aplikasi mau login aja nunggu dulu lebih 1 menit,2,Positive
mudah nyaman pake banget suami yg lupa bolak balik atm blokir jd gak masalah tinggal transfer aku aku yg ambil atm,5,Negative
fiturnya lengkap riwayat transaksi kartu gak,3,Positive
aneh mw cetak kartu fisik malah suruh buat surat domisili lurah jadi apa guna ktp elektronik ribet lokasi bni tanjung morawa deli serdang,1,Negative
skrng bni lebih keren sdh punya m banking winder bni makin cinta,5,Positive
kenapa apdet yg baru,5,Negative
baik,5,neutral
kenapa minta update terus ya kalau updat e minta kosong memori hp jadi asa repot,1,Positive
daag17n oa q,3,neutral
daftar wondr skrng ke kantor cabang dekat gak kaya dulu ribet antri nya lama,3,Negative
mudah semua transaksi,5,neutral
lebih mudah dab praktis,5,Positive
sayang tarik tunai kartu gak fiturnya sini karena sering lupa bawa atm,4,Positive
makin cepat kembang bni ku,5,neutral
luah cuma satu mau beli token listrik bisa,1,Negative
sangat baik,5,neutral
puas pakai wondr klo kirim pulsa nominal paling kecil 15 rbu,5,Negative
turut aplikasi sangat keren sih,5,Negative
makasih wondr sangat bantu,5,Negative
dukung sekali aktifitas,5,Negative
aplikasi yg,5,Positive
ringan mudah paham aman,5,neutral
berulangkali install uninstall wonder ini 3x kantor cabang 1x call bni aplikasi juga connect dg nomor rekening tabung lama saya pernah beri rating 1 aplikasi tp aplikasi payah,1,Negative
alhamdulillah guna ngecek bansos tapi kadang loading banget suka ngebug overall bagus,4,Positive
cepat mudah,5,neutral
baguuuus banget,5,neutral
aplikasi yg sangat bagus,5,neutral
wondr sering eror buat transaksi jadi lambat sangat senang kalau bintang 0 kasih bintang 0 saja saya lebih senang aplikasi mbanking belum,1,Negative
turut aplikasi sangat bantu utk yang sekarang ada luar negeri semua transaksi jalan baik cepat,5,Negative
terima kasih kepada bank bni selalu mudah transaksi hari,5,Positive
sangat manfaat mudah semua urus apa masalah tf perlu ke atm dekat makasih banyak wonder by bni,5,neutral
gampang kirim uang deposit cepat,5,neutral
kasih bintang 3 dulu ya belum se maksimal m-banking limit top up e-wallet dana cuma maksimal 1jt hari,3,Positive
dengan ada aplikasi mudah untuk transaksi dan aplikasi cukup bagus,5,Negative
transaksi gagal coba beberapa lagi aja terus muncul aplikasi taeeeeeee,1,Negative
siip,5,neutral
aman,5,neutral
sering bug gak tarik tunai,2,Positive
riwayat tidak bisa di download,2,neutral
transaksi lancar pakai wondr,5,Positive
puasss banget,5,Positive
bagus banget guna aplikasi mudah cepat akses aplikasi warna unik cerah lihat eye catch banyak fiturnya mudah guna terus tingkat layan baik,5,Positive
ok,5,neutral
mantap wondr by bni sangat bantu transaksi uang terimakasih wondr by bni baik memang,5,Positive
kalau ada menu tarik tunai kartu debit lalu mesin atm nnti kasih bintang 5,2,Positive
lancar proses nya cepat sekali,5,Positive
tidak tarik tunai kartu,4,Positive
suka apk nya benar2 bantu,5,neutral
sangat bantu bgt,5,neutral
ok,5,neutral
uang mudah,5,neutral
sering keluar sendiri aplikasi untuk pakai transaksi qris sering masalah,1,Negative
ter-baik,5,neutral
sangat bantu beri mudah transaksi minus sering ganggu,5,Positive
banyak kurang nya riwayat transaksi susah nyari nya bagus aplikasi yg dulu malah,1,Negative
app nya muas mudah bagai urus baik isi data blanja dionline kbutuhan hari lai best of the best pokok nya,5,neutral
muas sekali layan,5,neutral
sangat bantu sekali bayar apa aja jadi gampang,5,Negative
mudah bngt transaksi jdi anytime,5,Positive
kartu atm blokir ga perlu repot bni tinggal reset pake wondr by bni aja,5,neutral
aplikasi yg the best,5,neutral
hope help good,5,Positive
luncur aplikasi baru resah mau top up ke e wallet aja batas 1 jt per hari wondr ini masih kalah sama aplikasi yg lama aplikasi yg lama justru lebih mudah customer bank berlomba2 mempermudh cust transaksi jni malah bikin ribettt suliitttt,1,Negative
aplikasi bagus mudah pokok mantep,5,Negative
sangat bagus,5,neutral
kadang kalo udah ganggu lama bgt,1,neutral
puas baet deh,5,neutral
is good bank,5,Positive
banyak ganggu,3,neutral
bole g no rekening pribada aku msuk wondr by bni ko g minta no deby ni,3,neutral
lebih mudah guna mantap,5,neutral
banyak ganggu loading,3,neutral
update muluuuuu,2,neutral
transfer mudah,5,neutral
layan dgn maksimal aplk bagus sekali,5,neutral
heran aplikasi selalu minta instal,1,Negative
ok luar biasa kmudgan,5,neutral
aplikasi sering update tapi banyak kurang fitur tarik setor tunai ada mohon segera sedia fitur sebut terimakasih,4,neutral
aplikasi sih bagus cuma di uptude trus jadi susah login nya lama,1,Negative
pengunannya sangat mudah loadingx lambat,4,Positive
makin manja nasabah,5,neutral
baru 1 2 bulan apl sdh minta upgrade sedang memory batas ngg cukup payahh jdi g di buka karana memory batas buat upgrade,3,Positive
sangat baik,5,neutral
b gus,5,neutral
terimakasih sangat mudah transaksi,5,Positive
bisa tarik tunai via aplikasi ya wkwkwkw,1,Positive
ok,4,neutral
mantap mudah,5,neutral
transfer ngak masuk tf dri rek satu ny rek tpi malah ngak masuk uangny padahal rek belah sdh hasil transfer ny mohonn bntuanny gmn uang saya,1,Negative
aplikasi nya sering nge bug halaman login centang 3 buat lama ingin transaksi,2,Positive
baru apakai sdh suruh update,5,Negative
mudah d guna,4,neutral
jelek suruh update terus bikin simpan ga cukup,1,Negative
ko mau transfer gagal trus udah genap 2 hari gk buat apa2 ni apa di baik trmksh,1,Negative
nyesel update jadi gak lagi liat rincian transaksi tahun belum dulu bhkan liat rincian riwayat traksaksi pertama kali buka tabung sekarang cuma liat riwayat satu tahun akhir,1,Negative
baru jg pakai aplikasi sudah minta update,2,Negative
mudah transaksi apa tapi limit tf dana batas,5,Positive
nyamn banget gk ribet,5,neutral
lebih cepat peaktis,5,neutral
fitur transaksi cardless setor tarik tunai kartu di aplikasi cimb niaga mudah yang sering lupa bawa kartu nanti klo dh ada fiturnya baru update bintang nilai,1,neutral
